レポート開始日,レポート終了日,キャンペーン名,広告セット名,広告名,日,結果,結果インジケーター,リーチ,フリークエンシー,インプレッション,消化金額 (JPY),結果の単価,リンクのクリック,CTR(リンククリックスルー率),クリック(すべて),"CPM(1,000インプレッション単価) (JPY)",CPC(リンククリックの単価) (JPY),ランディングページビュー,購入,購入のコンバージョン値,購入ROAS(広告費用対効果),動画の3秒再生数,ThruPlay,アトリビューション設定
2026-08-27,2026-08-27,新規獲得_コンバージョン,類似オーディエンス_購入者1%,新規_カルーセル_人気5選,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,4113,1.14,4680,7407,7407.00,54,1.15,91,1582.69,137.17,43,1,7279,0.98,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,新規獲得_コンバージョン,類似オーディエンス_購入者1%,新規_カルーセル_人気5選,2026-08-28,1,actions:offsite_conversion.fb_pixel_purchase,3320,1.21,4009,6169,6169.00,41,1.02,70,1538.79,150.46,30,1,6101,0.99,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,新規獲得_コンバージョン,類似オーディエンス_購入者1%,新規_カルーセル_人気5選,2026-08-29,2,actions:offsite_conversion.fb_pixel_purchase,4264,1.10,4672,6684,3342.00,60,1.28,118,1430.65,111.40,47,2,12562,1.88,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,新規獲得_コンバージョン,類似オーディエンス_購入者1%,新規_カルーセル_人気5選,2026-08-30,,actions:offsite_conversion.fb_pixel_purchase,3449,1.23,4257,6332,,58,1.36,114,1487.43,109.17,42,,,,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,新規獲得_コンバージョン,類似オーディエンス_購入者1%,新規_カルーセル_人気5選,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,3516,1.23,4314,5672,5672.00,58,1.34,109,1314.79,97.79,42,1,7512,1.32,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,2839,1.09,3104,4879,4879.00,32,1.03,56,1571.84,152.47,28,1,6755,1.38,625,283,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-02,1,actions:offsite_conversion.fb_pixel_purchase,2691,1.17,3143,4582,4582.00,39,1.24,74,1457.84,117.49,29,1,6434,1.40,752,243,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-03,1,actions:offsite_conversion.fb_pixel_purchase,3141,1.12,3528,4808,4808.00,50,1.42,86,1362.81,96.16,43,1,5840,1.21,839,340,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-04,,actions:offsite_conversion.fb_pixel_purchase,2971,1.10,3273,4543,,45,1.37,73,1388.02,100.96,38,,,,685,302,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,2978,1.18,3524,4962,4962.00,47,1.33,93,1408.06,105.57,38,1,7352,1.48,786,314,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-06,,actions:offsite_conversion.fb_pixel_purchase,2930,1.07,3125,4585,,37,1.18,67,1467.20,123.92,27,,,,738,296,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-07,,actions:offsite_conversion.fb_pixel_purchase,2995,1.16,3482,5205,,42,1.21,80,1494.83,123.93,34,,,,1033,221,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,4061,1.21,4914,6417,6417.00,66,1.34,106,1305.86,97.23,49,1,5882,0.92,1175,327,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-09,1,actions:offsite_conversion.fb_pixel_purchase,3157,1.14,3592,5715,5715.00,46,1.28,92,1591.04,124.24,38,1,8102,1.42,948,315,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,2364,1.17,2757,4175,,41,1.49,78,1514.33,101.83,30,,,,696,224,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,3009,1.11,3343,5119,,51,1.53,85,1531.26,100.37,40,,,,972,291,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,3044,1.17,3564,5414,5414.00,42,1.18,72,1519.08,128.90,35,1,7079,1.31,969,292,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,3174,1.13,3581,4804,,41,1.14,74,1341.52,117.17,32,,,,826,233,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,2578,1.14,2943,4128,4128.00,33,1.12,54,1402.65,125.09,24,1,6224,1.51,827,237,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,3651,1.17,4274,6065,6065.00,45,1.05,75,1419.05,134.78,33,1,7205,1.19,1167,416,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-16,1,actions:offsite_conversion.fb_pixel_purchase,3000,1.15,3449,4844,4844.00,50,1.45,96,1404.47,96.88,39,1,5863,1.21,945,330,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-17,,actions:offsite_conversion.fb_pixel_purchase,3044,1.15,3496,4886,,41,1.17,81,1397.60,119.17,32,,,,987,333,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,2558,1.18,3028,4578,4578.00,38,1.25,68,1511.89,120.47,31,1,6893,1.51,889,269,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-19,1,actions:offsite_conversion.fb_pixel_purchase,3021,1.16,3499,5545,5545.00,43,1.23,71,1584.74,128.95,37,1,6227,1.12,946,278,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,2629,1.18,3103,4463,4463.00,36,1.16,68,1438.29,123.97,30,1,6433,1.44,875,205,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-21,1,actions:offsite_conversion.fb_pixel_purchase,2728,1.23,3346,4753,4753.00,40,1.20,76,1420.50,118.83,34,1,7473,1.57,805,299,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-22,,actions:offsite_conversion.fb_pixel_purchase,2783,1.16,3238,4991,,35,1.08,67,1541.38,142.60,30,,,,915,219,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-23,,actions:offsite_conversion.fb_pixel_purchase,2535,1.19,3019,4462,,33,1.09,63,1477.97,135.21,25,,,,670,256,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-24,1,actions:offsite_conversion.fb_pixel_purchase,3166,1.17,3696,5302,5302.00,54,1.46,92,1434.52,98.19,47,1,6942,1.31,1096,284,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-25,1,actions:offsite_conversion.fb_pixel_purchase,2785,1.05,2933,4465,4465.00,43,1.47,77,1522.33,103.84,35,1,7559,1.69,836,235,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-26,,actions:offsite_conversion.fb_pixel_purchase,2122,1.21,2577,4096,,37,1.44,74,1589.45,110.70,28,,,,772,187,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,2737,1.15,3135,4810,4810.00,38,1.21,71,1534.29,126.58,31,1,6233,1.30,895,280,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-28,1,actions:offsite_conversion.fb_pixel_purchase,2809,1.25,3505,5023,5023.00,40,1.14,76,1433.10,125.58,35,1,7212,1.44,933,257,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-29,1,actions:offsite_conversion.fb_pixel_purchase,3367,1.17,3944,5635,5635.00,55,1.39,107,1428.75,102.45,42,1,7240,1.28,957,306,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-30,1,actions:offsite_conversion.fb_pixel_purchase,3989,1.11,4433,6055,6055.00,47,1.06,84,1365.89,128.83,39,1,7790,1.29,922,277,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_動画_使い方15秒,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,3097,1.12,3459,4915,4915.00,39,1.13,66,1420.93,126.03,33,1,7114,1.45,1034,327,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,3643,1.23,4473,6118,6118.00,49,1.10,80,1367.76,124.86,43,1,7221,1.18,,,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-02,1,actions:offsite_conversion.fb_pixel_purchase,3022,1.08,3252,5132,5132.00,34,1.05,60,1578.11,150.94,29,1,5843,1.14,,,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-03,1,actions:offsite_conversion.fb_pixel_purchase,2688,1.19,3211,4460,4460.00,37,1.15,59,1388.98,120.54,28,1,6968,1.56,,,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-04,,actions:offsite_conversion.fb_pixel_purchase,2459,1.21,2982,4018,,36,1.21,72,1347.42,111.61,27,,,,,,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,2631,1.18,3117,4356,4356.00,40,1.28,65,1397.50,108.90,30,1,6788,1.56,,,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,3018,1.24,3732,5079,5079.00,39,1.05,66,1360.93,130.23,31,1,7501,1.48,,,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-07,1,actions:offsite_conversion.fb_pixel_purchase,3733,1.17,4350,5708,5708.00,45,1.03,74,1312.18,126.84,39,1,7502,1.31,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,3299,1.17,3876,5876,5876.00,39,1.01,65,1516.00,150.67,32,1,7070,1.20,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-09,,actions:offsite_conversion.fb_pixel_purchase,3973,1.08,4306,6242,,39,0.91,71,1449.61,160.05,34,,,,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,2331,1.23,2875,4439,,29,1.01,47,1544.00,153.07,24,,,,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-11,1,actions:offsite_conversion.fb_pixel_purchase,3238,1.13,3674,4848,4848.00,36,0.98,68,1319.54,134.67,30,1,7636,1.58,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,3293,1.18,3893,5329,5329.00,42,1.08,84,1368.87,126.88,36,1,8053,1.51,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,2589,1.13,2922,3828,,26,0.89,46,1310.06,147.23,20,,,,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-14,,actions:offsite_conversion.fb_pixel_purchase,3037,1.06,3223,4352,,37,1.15,63,1350.29,117.62,27,,,,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,3189,1.07,3427,4490,4490.00,36,1.05,60,1310.18,124.72,32,1,7040,1.57,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-16,,actions:offsite_conversion.fb_pixel_purchase,3471,1.05,3654,5217,,36,0.99,61,1427.75,144.92,31,,,,,,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-17,,actions:offsite_conversion.fb_pixel_purchase,2905,1.09,3176,4395,,32,1.01,55,1383.82,137.34,26,,,,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-18,,actions:offsite_conversion.fb_pixel_purchase,2180,1.19,2603,4109,,28,1.08,45,1578.56,146.75,22,,,,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-19,,actions:offsite_conversion.fb_pixel_purchase,2666,1.18,3140,4907,,31,0.99,57,1562.74,158.29,27,,,,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,3034,1.07,3260,4940,4940.00,36,1.10,71,1515.34,137.22,30,1,8106,1.64,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,新規獲得_コンバージョン,興味関心_キッチン雑貨,新規_静止画_レビュー訴求,2026-08-21,1,actions:offsite_conversion.fb_pixel_purchase,2902,1.15,3340,5030,5030.00,42,1.26,81,1505.99,119.76,32,1,6130,1.22,,,7日間のクリックまたは1日間のビュー
